"TICKET Id","TICKET Reference Id",Department,"Department Id","Nome Catena","Nome Catena Id","Nome CLIENTI","Nome CLIENTI Id",Email,Phone,Subject,Description,Status,"Nome Prodotto","Nome Prodotto Id","Proprietario TICKET","Proprietario TICKET Id","Created By","Created By Id","Modified By","Modified By Id","Created Time","Ora di chiusura TICKET","Modified Time","To Address","Due Date",Priority,Mode,"Is Overdue","Is Escalated",Classification,Resolution,Category,"Sub Category","Time to Respond",Team,"Team Id",Tags,"Tempo di attesa TICKET",Language,"URL 1","Gestito da","Reparto Aziendale","Da Fatturare","Matricola Interessata o Ritirata","Matricola Prestito d'Uso","Prodotto Interessato","Reparto Negozio","Durata Intervento","Mail Amministrazione","Chiamata dopo le 17","Chiamata nel Weekend","Già Fatturato","Fattura n°","Gestita da un Concessionario","Girato a CONCESSIONARIO","Child Ticket Count"
1630,85271000004654001,"DB Company",85271000000007061,"Caseificio Garda",85271000004056001,"Caseificio Garda",85271000004057001,CaseificioGarda@prova.com,,"Prestito CST 1200","<div style=""direction: ltr; font-size: 13px; font-family: Arial, Helvetica, sans-serif""><div>Prestito CST 1200</div></div>",CHIUSO,,,DB,85271000000092001,DB,85271000000092001,DB,85271000000092001,"2024-12-17 16:01:58","2025-01-21 14:53:10","2025-01-21 14:53:10",,,BASSA,Phone,false,false,,,SOFTWARE,SOFTWARE,,,,,0,,,"Enea Beheluli",,false,,,,"Intero Negozio",,,false,false,false,,false,false,0
1631,85271000004655001,"DB Company",85271000000007061,GASTRONOMIE,85271000000684276,"GRANDI GUSTI",85271000000168956,r.ciarletta@grandigustisrl.it,0119889413,"Prestito CST 1200","<div style=""direction: ltr; font-size: 13px; font-family: Arial, Helvetica, sans-serif""><div>Prestito CST 1200</div></div>","CHIUSA ONSITE",,,DB,85271000000092001,DB,85271000000092001,DB,85271000000092001,"2024-12-17 16:02:27","2025-01-08 07:31:04","2025-01-08 07:31:04",,,BASSA,Phone,false,false,,,SOFTWARE,SOFTWARE,,,,,0,,,"Enea Beheluli",,false,,,,"Intero Negozio",,,false,false,false,,false,false,0
1633,85271000004662001,"DB Company",85271000000007061,"borello sede",85271000004660001,"borello sede",85271000004661001,,,"inserire pubblicità martedì 7 gennaio - già scaricate su pc FRA","<div style=""direction: ltr; font-size: 13px; font-family: Arial, Helvetica, sans-serif""><div>inserire pubblicità martedì 7 gennaio - già scaricate su pc FRA</div></div>","CHIUSO REMOTO",,,DB,85271000000092001,DB,85271000000092001,DB,85271000000092001,"2024-12-20 11:17:40","2025-01-07 08:38:53","2025-01-07 08:38:53",,,BASSA,Phone,false,false,,,SOFTWARE,SOFTWARE,,,,,0,Italian,,"Alexandru Mihai",,false,,,,"Intero Negozio",,,false,false,false,,false,false,0
1634,85271000004669001,"DB Company",85271000000007061,BORELLO,85271000000144019,"BORELLO CASTIGLIONE 1",85271000000166139,castiglione1@borellosrl.com,0119606211,"Modificare indirizzi Ip gastro master e slave","<div style=""direction: ltr; font-size: 13px; font-family: Arial, Helvetica, sans-serif""><div>Modificare indirizzi Ip gastro master e slave&nbsp;</div></div>","CHIUSO REMOTO",,,DB,85271000000092001,DB,85271000000092001,DB,85271000000092001,"2024-12-23 09:24:41","2024-12-31 07:28:36","2024-12-31 07:28:36",,,BASSA,Phone,false,false,,,SOFTWARE,SOFTWARE,,,,,0,Italian,,"Enea Beheluli",,false,,,,"Intero Negozio",,,false,false,false,,false,false,0
1635,85271000004671001,"DB Company",85271000000007061,BARVERO,85271000000160196,"MACELLERIA BARVERO",85271000000160208,,01119380327,"dopo le feste valutare un alternativa al cavo display port che attualmente collega i due monitor esterni e che blocca la bilancia quando viene collegato","<div style=""direction: ltr; font-size: 13px; font-family: Arial, Helvetica, sans-serif""><div>dopo le feste valutare un alternativa al cavo display port che attualmente collega i due monitor esterni e che blocca la bilancia quando viene collegato</div></div>",CHIUSO,,,DB,85271000000092001,DB,85271000000092001,DB,85271000000092001,"2024-12-23 11:46:54","2024-12-31 07:31:38","2024-12-31 07:31:38",,,BASSA,Phone,false,false,,,SOFTWARE,SOFTWARE,,,,,0,Italian,,"Francesco Mancuso",,false,,,,"Intero Negozio",,,false,false,false,,false,false,0
1636,85271000004672001,"DB Company",85271000000007061,BORELLO,85271000000144019,"BORELLO SEDE",85271000000154312,info@borello.it,0119601040,"caricare pubblicità del 27 dicembre, scaricata sul pc di Enea","<div style=""direction: ltr; font-size: 13px; font-family: Arial, Helvetica, sans-serif""><div>caricare pubblicità del 27 dicembre, scaricata sul pc di Enea</div></div>",CHIUSO,,,DB,85271000000092001,DB,85271000000092001,DB,85271000000092001,"2024-12-23 11:50:39","2024-12-30 07:37:31","2024-12-31 07:30:57",,,BASSA,Phone,false,false,,,SOFTWARE,SOFTWARE,,,,,0,Italian,,"Enea Beheluli",,false,,,,"Intero Negozio",,,false,false,false,,false,false,0
1637,85271000004693001,"DB Company",85271000000007061,BORELLO,85271000000144019,"BORELLO CAFASSE",85271000000166047,cafasse2@borellosrl.com,0123341871,"Gastro Slave 1 Non riavvolge la carta","<div style=""direction: ltr; font-size: 13px; font-family: Arial, Helvetica, sans-serif""><div>Gastro Slave 1 Non riavvolge la carta</div></div>","CHIUSA ONSITE",,,DB,85271000000092001,DB,85271000000092001,DB,85271000000092001,"2025-01-07 12:01:15","2025-01-08 14:51:16","2025-01-08 14:51:16",,,BASSA,Phone,false,false,,,SOFTWARE,SOFTWARE,,,,,0,Italian,,"Enea Beheluli",,false,,,,"Intero Negozio",,,false,false,false,,false,false,0
1638,85271000004695001,"DB Company",85271000000007061,BORELLO,85271000000144019,"BORELLO CORSO RACCONIGI",85271000000168109,toracconigi@borellosrl.com,0114344386,"Bilancia da tarare gastronomia","<div style=""direction: ltr; font-size: 13px; font-family: Arial, Helvetica, sans-serif""><div>Bilancia da tarare gastronomia&nbsp;<br></div></div>","CHIUSA ONSITE",,,DB,85271000000092001,DB,85271000000092001,DB,85271000000092001,"2025-01-07 12:32:31","2025-01-30 14:57:29","2025-01-30 14:57:29",,,BASSA,Phone,false,false,,,SOFTWARE,SOFTWARE,,,,,0,,,"Alexandru Mihai",,false,,,,"Intero Negozio",,,false,false,false,,false,false,0
1644,85271000004699081,"DB Company",85271000000007061,"CLIENTI VARI",85271000000673031,"COOKING FACTORY",85271000004720017,coockingfactory@gmail.it,,"Preparare bilancia per etichettare da far visionare lunedì","<div style=""direction: ltr; font-size: 13px; font-family: Arial, Helvetica, sans-serif""><div>Preparare bilancia per etichettare da far visionare lunedì via savonarola 2m</div></div>","CHIUSA ONSITE",,,DB,85271000000092001,DB,85271000000092001,DB,85271000000092001,"2025-01-16 07:25:47","2025-01-21 07:10:24","2025-01-21 07:10:23",,,BASSA,Phone,false,false,,,SOFTWARE,SOFTWARE,,,,,0,Italian,,"Alexandru Mihai",,false,,,,"Intero Negozio",,,false,false,false,,false,false,0
1643,85271000004707017,"DB Company",85271000000007061,BORELLO,85271000000144019,"BORELLO CORSO ROSSELLI",85271000000168155,torosselli@borellosrl.com,0113146079,"sostituire testina in gastronomia","<div style=""direction: ltr; font-size: 13px; font-family: Arial, Helvetica, sans-serif""><div>sostituire testina in gastronomia&nbsp;</div></div>","CHIUSA ONSITE",,,DB,85271000000092001,DB,85271000000092001,DB,85271000000092001,"2025-01-13 12:25:30","2025-01-14 10:17:08","2025-01-14 10:17:08",,,BASSA,Phone,false,false,,,SOFTWARE,SOFTWARE,,,,,0,Italian,,"Enea Beheluli",,false,,,,"Intero Negozio",,,false,false,false,,false,false,0
1639,85271000004708001,"DB Company",85271000000007061,PANETTERIE,85271000000684330,"DE MATTEIS",85271000000792170,nfo.dematteissrl@gmail.com,011.290.138,"Portare scatola rotoli","<div style=""direction: ltr; font-size: 13px; font-family: Arial, Helvetica, sans-serif""><div>Portare scatola rotoli&nbsp;</div></div>","CHIUSA ONSITE",,,DB,85271000000092001,DB,85271000000092001,DB,85271000000092001,"2025-01-08 14:52:57","2025-01-13 07:28:23","2025-01-13 07:28:23",,,BASSA,Phone,false,false,,,SOFTWARE,SOFTWARE,,,,,0,Italian,,"Enea Beheluli",,false,,,,"Intero Negozio",,,false,false,false,,false,false,0
1642,85271000004708148,"DB Company",85271000000007061,COALVI,85271000000697549,"BINARI DEL GUSTO",85271000002599001,,,"Modificare codici lotti 2024","<div style=""direction: ltr; font-size: 13px; font-family: Arial, Helvetica, sans-serif""><div>Modificare codici lotti 2024</div></div>",CHIUSO,,,DB,85271000000092001,DB,85271000000092001,DB,85271000000092001,"2025-01-13 09:40:59","2025-01-15 07:45:06","2025-01-15 07:45:06",,,BASSA,Phone,false,false,,,SOFTWARE,SOFTWARE,,,,,0,Italian,,"Enea Beheluli",,false,,,,"Intero Negozio",,,false,false,false,,false,false,0
1646,85271000004710017,"DB Company",85271000000007061,"borello sede",85271000004720081,"borello sede",85271000004699224,,,"villanova ss asti e Rosta da inserire diciture del pane, Giolitti etichette senza intestazione","<div style=""direction: ltr; font-size: 13px; font-family: Arial, Helvetica, sans-serif""><div style=""direction: ltr""><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px"">villanova ss asti e Rosta da inserire diciture del pane, Giolitti etichette senza intestazione<br></div><div style=""font-family: Arial, Helvetica, sans-serif; font-size: 13px""><br></div><div style="""">Prodotto decongelato<br></div><div style="""">Prodotto ottenuto da base parzialmente cotta congelato o surgelata . Dorato in questo punto vendita</div></div></div>",CHIUSO,,,DB,85271000000092001,DB,85271000000092001,DB,85271000000092001,"2025-01-16 12:47:51","2025-01-16 15:28:19","2025-01-16 15:28:19",,,BASSA,Phone,false,false,,,SOFTWARE,SOFTWARE,,,,,0,Italian,,"Francesco Mancuso",,false,,,,"Intero Negozio",,,false,false,false,,false,false,0
1640,85271000004714001,"DB Company",85271000000007061,BORELLO,85271000000144019,"BORELLO SEDE",85271000000154312,info@borello.it,0119601040,"Pubblicità 16 gennaio","<div style=""direction: ltr; font-size: 13px; font-family: Arial, Helvetica, sans-serif""><div>Pubblicità 16 gennaio</div></div>",CHIUSO,,,DB,85271000000092001,DB,85271000000092001,DB,85271000000092001,"2025-01-10 14:27:33","2025-01-16 07:26:36","2025-01-16 07:26:36",,,BASSA,Phone,false,false,,,SOFTWARE,SOFTWARE,,,,,0,Italian,,"Enea Beheluli",,false,,,,"Intero Negozio",,,false,false,false,,false,false,0
1645,85271000004716021,"DB Company",85271000000007061,COALVI,85271000002574001,"QUALITA NELLE CARNI NIZZA",85271000002575001,,,"MACELLERIA ORA SI CHIAMA LIVORIO, CAMBIARE IMMAGINI DIETRO","<div style=""direction: ltr; font-size: 13px; font-family: Arial, Helvetica, sans-serif""><div style=""direction: ltr; font-size: 13px; font-family: Arial, Helvetica, sans-serif""><div>MACELLERIA ORA SI CHIAMA LIVORIO, CAMBIARE IMMAGINI DIETRO<br></div></div><div><br></div></div>",CHIUSO,,,DB,85271000000092001,DB,85271000000092001,DB,85271000000092001,"2025-01-16 09:41:40","2025-01-16 15:28:37","2025-01-16 15:28:37",,,BASSA,Phone,false,false,,,SOFTWARE,SOFTWARE,,,,,0,,,"Francesco Mancuso",,false,,,,"Intero Negozio",,,false,false,false,,false,false,0
1641,85271000004718001,"DB Company",85271000000007061,"Sigma Ex Galetto",85271000004716001,"Sigma Ex Galetto",85271000004717001,,,"Aggiornamento Sigma il 22/23 gennaio , da mandare ancora preventivo","<div style=""direction: ltr; font-size: 13px; font-family: Arial, Helvetica, sans-serif""><div>Aggiornamento Sigma il 22/23 gennaio , da mandare ancora preventivo&nbsp;</div></div>","CHIUSO REMOTO",,,DB,85271000000092001,DB,85271000000092001,DB,85271000000092001,"2025-01-13 07:38:15","2025-01-24 08:26:36","2025-01-24 08:26:36",,,BASSA,Phone,false,false,,,SOFTWARE,SOFTWARE,,,,,0,Italian,,"Alexandru Mihai",,false,,,,"Intero Negozio",,,false,false,false,,false,false,0
1647,85271000004718140,"DB Company",85271000000007061,KAPPA2,85271000000149832,"KAPPA 2 PASSO BARSANTI",85271000000149844,,0102789825,"controllare variazioni in gastronomia","<div style=""direction: ltr; font-size: 13px; font-family: Arial, Helvetica, sans-serif""><div>controllare variazioni in gastronomia</div></div>",CHIUSO,,,DB,85271000000092001,DB,85271000000092001,DB,85271000000092001,"2025-01-16 14:19:38","2025-01-16 15:28:34","2025-01-16 15:28:34",,,BASSA,Phone,false,false,,,SOFTWARE,SOFTWARE,,,,,0,Italian,,"Francesco Mancuso",,false,,,,"Intero Negozio",,,false,false,false,,false,false,0
1648,85271000004722001,"DB Company",85271000000007061,BORELLO,85271000000144019,"BORELLO CAFASSE",85271000000166047,cafasse2@borellosrl.com,0123341871,"cambiare testina di una bilancia in gastronomia","<div style=""direction: ltr; font-size: 13px; font-family: Arial, Helvetica, sans-serif""><div>cambiare testina di una bilancia in gastronomia</div></div>",CHIUSO,,,DB,85271000000092001,DB,85271000000092001,DB,85271000000092001,"2025-01-16 14:21:59","2025-01-17 11:49:20","2025-01-17 11:49:20",,,BASSA,Phone,false,false,,,SOFTWARE,SOFTWARE,,,,,0,Italian,,"Enea Beheluli",,false,,,,"Intero Negozio",,,false,false,false,,false,false,0
1649,85271000004728001,"DB Company",85271000000007061,BORELLO,85271000000144019,"BORELLO VENARIA 2",85271000000167129,venaria2@borellosrl.com,0114591977,"etichetta sbagliata in gastro","<div style=""direction: ltr; font-size: 13px; font-family: Arial, Helvetica, sans-serif""><div>etichetta sbagliata in gastro</div></div>",CHIUSO,,,DB,85271000000092001,DB,85271000000092001,DB,85271000000092001,"2025-01-17 10:56:22","2025-01-17 11:49:16","2025-01-17 11:49:16",,,BASSA,Phone,false,false,,,SOFTWARE,SOFTWARE,,,,,0,Italian,,"Enea Beheluli",,false,,,,"Intero Negozio",,,false,false,false,,false,false,0
1650,85271000004732001,"DB Company",85271000000007061,BORELLO,85271000000144019,"BORELLO SAN BENIGNO",85271000000166821,sanbenigno@borellosrl.com,0119880620,"bilance gastronomie rallentate da ricerca data server","<div style=""direction: ltr; font-size: 13px; font-family: Arial, Helvetica, sans-serif""><div>bilance gastronomie rallentate da ricerca data server</div></div>",CHIUSO,,,DB,85271000000092001,DB,85271000000092001,DB,85271000000092001,"2025-01-17 11:38:20","2025-01-17 12:11:45","2025-01-17 12:11:45",,,BASSA,Phone,false,false,,,SOFTWARE,SOFTWARE,,,,,0,Italian,,"Francesco Mancuso",,false,,,,"Intero Negozio",,,false,false,false,,false,false,0
1651,85271000004735001,"DB Company",85271000000007061,PANFE,85271000000169114,"PANFE VIA CERNAIA",85271000000808926,,"011 454 6524","controllare come mai non viene azzerato ogni giorno il numero scontrino","<div style=""direction: ltr; font-size: 13px; font-family: Arial, Helvetica, sans-serif""><div>controllare come mai non viene azzerato ogni giorno il numero scontrino</div></div>","CHIUSO REMOTO",,,DB,85271000000092001,DB,85271000000092001,DB,85271000000092001,"2025-01-17 12:13:07","2025-01-17 12:14:48","2025-01-17 12:14:48",,,BASSA,Phone,false,false,,,SOFTWARE,SOFTWARE,,,,,0,Italian,,"Francesco Mancuso",,false,,,,"Intero Negozio",,,false,false,false,,false,false,0
1652,85271000004738017,"DB Company",85271000000007061,"borello sede",85271000004734049,"borello sede",85271000004740001,,,"testare cambio nome reparti da remoto","<div style=""direction: ltr; font-size: 13px; font-family: Arial, Helvetica, sans-serif""><div>testare cambio nome reparti da remoto</div></div>",CHIUSO,,,DB,85271000000092001,DB,85271000000092001,DB,85271000000092001,"2025-01-20 07:41:52","2025-01-21 08:26:27","2025-01-21 08:26:27",,,BASSA,Phone,false,false,,,SOFTWARE,SOFTWARE,,,,,0,,,"Francesco Mancuso",,false,,,,"Intero Negozio",,,false,false,false,,false,false,0
1653,85271000004741001,"DB Company",85271000000007061,EMME4,85271000000138569,"EMME4 SEDE",85271000000149159,m.piatti@masstp.it,0332812775,"lunedì pomeriggio eseguire test di connessione con PANTA REI per estrazione dati da database","<div style=""direction: ltr; font-size: 13px; font-family: Arial, Helvetica, sans-serif""><div>lunedì pomeriggio eseguire test di connessione con PANTA REI per estrazione dati da database</div></div>","CHIUSO REMOTO",,,DB,85271000000092001,DB,85271000000092001,DB,85271000000092001,"2025-01-20 08:00:47","2025-01-21 15:04:17","2025-01-21 15:04:17",,,BASSA,Phone,false,false,,,SOFTWARE,SOFTWARE,,,,,0,Italian,,"Francesco Mancuso",,false,,,,"Intero Negozio",,,false,false,false,,false,false,0
1654,85271000004743001,"DB Company",85271000000007061,"Dbcompany S.r.l",85271000004742001,"Dbcompany S.r.l",85271000004735144,,,"prendere una scatola 80 x 98 per Bell e Buon e due scatole per Mazzè, due scatole carta continua termica adesiva per Mazzè e 2 scatole 58x 92 per caseificio Garda","<div style=""direction: ltr; font-size: 13px; font-family: Arial, Helvetica, sans-serif""><div>prendere una scatola 80 x 98 per Bell e Buon e due scatole per Mazzè, due scatole carta continua termica adesiva per Mazzè e 2 scatole 58x 92 per caseificio Garda&nbsp;</div></div>",CHIUSO,,,DB,85271000000092001,DB,85271000000092001,DB,85271000000092001,"2025-01-20 08:11:32","2025-01-21 14:53:01","2025-01-21 14:53:01",,,BASSA,Phone,false,false,,,SOFTWARE,SOFTWARE,,,,,0,Italian,,"Francesco Mancuso",,false,,,,"Intero Negozio",,,false,false,false,,false,false,0
1655,85271000004743140,"DB Company",85271000000007061,"Caseificio Garda",85271000004056001,"Caseificio Garda",85271000004057001,CaseificioGarda@prova.com,,"portare due bilance per il nuovo negozio, ritirare quella lasciata in prestito e consegnare 2 scatole di rotoli","<div style=""direction: ltr; font-size: 13px; font-family: Arial, Helvetica, sans-serif""><div>portare due bilance per il nuovo negozio, ritirare quella lasciata in prestito e consegnare 2 scatole di rotoli</div></div>","CHIUSA ONSITE",,,DB,85271000000092001,DB,85271000000092001,DB,85271000000092001,"2025-01-21 14:52:54","2025-01-27 09:23:33","2025-01-27 09:23:33",,,BASSA,Phone,false,false,,,SOFTWARE,SOFTWARE,,,,,0,Italian,,"Francesco Mancuso",,false,,,,"Intero Negozio",,,false,false,false,,false,false,0
