"CLIENTI Id","First Name","Last Name",Email,Twitter,Facebook,"Nome Catena","Nome Catena Id",Phone,Mobile,Type,"Proprietario CLIENTI","Proprietario CLIENTI Id",Title,"Created By","Created By Id","Modified By","Modified By Id","Created Time","Modified Time",Salutation,Street,City,State,Zip,Country,Description,"Secondary Email","Numero Bilance","IP / TW PC BACKOFFICE / MASTER","Ragione Sociale","Codice PDV","Partita IVA",Note,"Prodotti Posseduti","ELENCO IP / TW BILANCE","Matricole Bilance",Insolvente,"E-mail PEC",Indirizzo,"DIBAL TRANSFER","Data/ora 1","Orario Negozio","PUBBLICITA' SU DROPBOX","CONTRATTO DI ASSISTENZA"
85271000000149067,,"EMME4 PARABIAGO SPAGLIARDI",EMME4SPAGLIARDI@LIBERO.IT,,,EMME4,85271000000138569,0331557965,"Claudio 3775285100",,DB,85271000000092001,"Carrefour Market",DB,85271000000092001,DB,85271000000092001,"2021-12-21 12:17:33","2022-10-06 15:16:34",,,,,,,,,4,"10.219.1.1 / 550530045","EMME4 SPA",0535,03154140127,,"DIBAL - BILANCIA CS1200;PC BACK OFFICE","192.168.0.51 GASTRO 1
192.168.0.52 GASTRO 2
192.168.0.53 PANE SELF
192.168.0.54 ORTO 1
192.168.0.50 PC BACKOFFICE","29078697
29078717
29078737
29078683",false,,"Parabiago, via Spagliardi 2",false,,"lunedì	07–22
martedì	07–22
mercoledì	07–22
giovedì	07–22
venerdì	07–22
sabato	07–22
domenica	07–22",true,false
85271000000149097,,"EMME4 CORNAREDO",EMME4CORNAREDO@LIBERO.IT,,,EMME4,85271000000138569,029364034,"Claudio 3775285100",,DB,85271000000092001,"CARREFOUR MARKET",DB,85271000000092001,DB,85271000000092001,"2021-12-21 12:18:17","2022-10-06 15:12:33",,,,,,,,,5,"10.214.121.1 / 549884638","EMME4 SPA",0188,03154140127,,"DIBAL - BILANCIA CS1200;PC BACK OFFICE","192.168.1.151 GASTRO 1
192.168.1.152 GASTRO 2
192.168.1.153 PANE SELF
192.168.1.156 ORTO 1
192.168.1.93 PC BACKOFFICE","29078687
29078677
29078696
29078699
29078740",false,,"Cornaredo, Via Giovanni Amendola, 1",false,,"lunedì	07–20
martedì	07–20
mercoledì	07–20
giovedì	07–20
venerdì	07–20
sabato	07–20
domenica	07–20",true,false
85271000000149159,EMME4,SEDE,m.piatti@masstp.it,,,EMME4,85271000000138569,0332812775,,,DB,85271000000092001,CARREFOUR,DB,85271000000092001,Foscari,85271000000138151,"2021-12-21 12:21:03","2021-12-22 12:06:56",,,,,,,,,,,"EMME4 SPA","Via Appennini, 32 COCQUIO TREVISAGO",03154140127,,,,,false,,,false,,,false,false
85271000000149595,,"LIGEA AVIGLIANA",,,,LIGEA,85271000000149583,0119348679,,,DB,85271000000092001,"CARREFOUR MARKET",DB,85271000000092001,DB,85271000000092001,"2021-12-21 14:50:15","2022-09-09 14:21:41",,,,,,,,,7,"10.237.188.1 / 192.168.1.99 / 583152341","LI.GE.A S.R.L.",4224,07281210018,,"DIBAL - BILANCIA CS1200;DIBAL - ETICHETTATRICE CS1200","GASTRO MASTER = 192.168.1.157
GASTRO SLAVE 2 = 192.168.1.169
GASTRO SLAVE 3 = 192.168.1.159
PESCE MASTER = 192.168.1.168
PESCE SLAVE = 192.168.1.162
ETI GASTRO = 192.168.1.164
ETI MACE = 192.168.1.163",,false,,"Avigliana, Corso Torino, 4",false,,,false,false
85271000000149629,,"LIGEA SANT'ANTONINO DI SUSA",,,,LIGEA,85271000000149583,0119348679,,,DB,85271000000092001,"CARREFOUR MARKET",DB,85271000000092001,DB,85271000000092001,"2021-12-21 15:11:06","2022-09-09 15:38:20",,,,,,,,,6,"10.76.165.1 / 192.168.1.99 / 583257566","LI.GE.A S.R.L.",4225,07281210018,,"DIBAL - BILANCIA CS1200;DIBAL - ETICHETTATRICE CS1200","GASTRO MASTER = 192.168.1.6
GASTRO SLAVE 1 = 192.168.1.13
GASTRO SLAVE 2 = 192.168.1.9
MACE MASTER = 192.168.1.8
PESCE MASTER = 192.168.1.15
PESCE SLAVE = 192.168.1.16",,false,,"Sant'Antonino di Susa, Corso Torino, 4",false,,,false,false
85271000000149659,,"LIGEA RIVOLI",,,,LIGEA,85271000000149583,0110465060,,,DB,85271000000092001,"CARREFOUR MARKET",DB,85271000000092001,DB,85271000000092001,"2021-12-21 15:12:31","2022-09-09 15:35:51",,,,,,,,,8,"10.237.168.1 / 192.168.0.99 / 583299695","LI.GE.A S.R.L.",4227,07281210018,,"DIBAL - BILANCIA CS1200;DIBAL - ETICHETTATRICE CS1200","GASTRO MASTER = 192.168.0.204
GASTRO SLAVE 1 = 192.168.0.205
GASTRO SLAVE 2 = 192.168.0.206
MACE MASTER = 192.168.0.202
MACE SLAVE = 192.168.0.203
PESCE MASTER = 192.168.0.208
PESCE SLAVE = 192.168.0.211
ETI GASTRO = 192.168.0.210
ETI MACE = 192.168.0.225",,false,,"Rivoli, Via R.L, Via Rita Levi Montalcini, 1",false,,,false,false
85271000000149693,,"LIGEA VILLAFRANCA",,,,LIGEA,85271000000149583,0141942923,,,DB,85271000000092001,"CARREFOUR MARKET",DB,85271000000092001,DB,85271000000092001,"2021-12-21 15:13:43","2022-09-14 08:15:54",,,,,,,,,5,"10.237.196.1 / 192.168.29.99 / 583248371","LI.GE.A S.R.L.",4226,07281210018,,"DIBAL - BILANCIA CS1200;DIBAL - ETICHETTATRICE CS1200","GASTRO MASTER = 192.168.29.11
GASTRO SLAVE 1 = 192.168.29.12
GASTRO SLAVE 2 = 192.168.29.13
MACE MASTER = 192.168.29.14
MACE SLAVE = 192.168.29.15
PESCE PENSILE = 192.168.29.16
PESCE PENSILE slave = 192.168.29.17
ETI GASTRO = 192.168.29.18
ETI MACE = 192.168.29.19",,false,,"Villafranca, Regione Taverne, 105/C",false,,,false,false
85271000000149735,,"LIGEA VILLARDORA",,,,LIGEA,85271000000149583,0119351232,,,DB,85271000000092001,"CARREFOUR MARKET",DB,85271000000092001,DB,85271000000092001,"2021-12-21 15:15:03","2022-09-15 10:30:36",,,,,,,,,5,"10.237.198.1 / 192.168.1.13 / 583306680","LI.GE.A S.R.L.",4228,07281210018,,"DIBAL - BILANCIA CS1200","GASTRO MASTER = 192.168.1.17
GASTRO SLAVE 1 = 192.168.1.13
GASTRO SLAVE 2 = 192.168.1.14
MACE MASTER = 192.168.1.125
MACE SLAVE = 192.168.1.15",,false,,"Villardora, Via Cuminie, 6",false,,,false,false
85271000000149844,,"KAPPA 2 PASSO BARSANTI",,,,KAPPA2,85271000000149832,0102789825,,,DB,85271000000092001,DORO,DB,85271000000092001,DB,85271000000092001,"2021-12-21 15:19:15","2022-09-09 15:14:49",,,,,,,,,5,"1105821244 PC","Kappa 2 S.R.L.",,01398850097,,"DIBAL - BILANCIA CS1200",,,false,,"Genova, Passo Barsanti 1/int 5",false,,,false,false
85271000000149878,,"KAPPA2 ARMELLINI",,,,KAPPA2,85271000000149832,0108317187,,,DB,85271000000092001,DORO,DB,85271000000092001,DB,85271000000092001,"2021-12-21 15:20:06","2022-09-09 14:56:27",,,,,,,,,,,"Kappa 2 S.R.L.",,01398850097,,"DIBAL - BILANCIA CS1200",,,false,,"Genova, Corso Armellini 6/R",false,,,false,false
85271000000149912,,"KAPPA2 MARTINETTI",,,,KAPPA2,85271000000149832,0106457520,,,DB,85271000000092001,DORO,DB,85271000000092001,DB,85271000000092001,"2021-12-21 15:25:17","2022-09-14 08:04:55",,,,,,,,,,,"Kappa 2 S.R.L.",,01398850097,,"DIBAL - BILANCIA CS1200",,,false,,"Genova, Corso Martinetti, 139/r",false,,,false,false
85271000000149978,,"KAPPA 2 CAMPOMORONE",,,,KAPPA2,85271000000149832,0107857268,,,DB,85271000000092001,DORO,DB,85271000000092001,DB,85271000000092001,"2021-12-21 15:33:42","2022-09-09 14:34:02",,,,,,,,,,,"Kappa 2 S.R.L.",,01398850097,,"DIBAL - BILANCIA CS1200",,,false,,"Campomorone, Via Alcide De Gasperi, 386",false,,,false,false
85271000000152001,Francesco,Foscari,francesco.foscari@dbcompanysrl.it,,,"DB COMPANY",85271000000146903,,3456704404,,DB,85271000000092001,"Tecnico SW",DB,85271000000092001,DB,85271000000092001,"2021-12-21 14:43:44","2021-12-22 08:18:00",,,,,,,,,,,,,,,,,,false,,,false,,,false,false
85271000000154094,,"KAPPA 2 LOMELLINI",,,,KAPPA2,85271000000149832,0102469220,,,DB,85271000000092001,DORO,DB,85271000000092001,DB,85271000000092001,"2021-12-21 15:38:01","2022-09-09 15:17:33",,,,,,,,,,,"Kappa 2 S.R.L.",,01398850097,"Questo pdv ha un flusso di variazioni dove il Server copia i file in locale sulle Master e l'RGI chiama da C\VARIAZIONI","DIBAL - BILANCIA CS1200",,,false,,"Genova, Via Lomellini, 69r",false,,,false,false
85271000000154128,,"KAPPA 2 MELEGARI",,,,KAPPA2,85271000000149832,0104037654,,,DB,85271000000092001,DORO,DB,85271000000092001,DB,85271000000092001,"2021-12-21 15:38:49","2022-09-09 15:18:14",,,,,,,,,,,"Kappa 2 S.R.L.",,01398850097,,"DIBAL - BILANCIA CS1200",,,false,,"Genova, Via Melegari, 27, R",false,,,false,false
85271000000154174,,"SAM ALBISOLA",,,,SAM,85271000000160415,019483312,,,DB,85271000000092001,"OK MARKET",DB,85271000000092001,DB,85271000000092001,"2021-12-21 15:43:34","2022-09-09 14:27:01",,,,,,,,,4,"276266444 PC","SAM SRL",30013,01151110093,,"DIBAL - BILANCIA CS1200",,,false,,"Albisola, Via S. Giorgio, 37",false,,,false,false
85271000000154218,,"ATOM BORGORATTI",atom_ekom@hotmail.com,,,ATOM,85271000000160487,0103774658,3473502209,,DB,85271000000092001,Ekom,DB,85271000000092001,DB,85271000000092001,"2021-12-21 15:49:21","2022-09-09 15:15:42",,,,,,,,,5,"494730431 Master","ATOM S.R.L.",,12292840019,,"DIBAL - BILANCIA CS1200",,,false,,"Genova, Via Borgoratti, 10",false,,,false,false
85271000000154278,,"CONCARINI MONEGLIA VIA VITTORIO",,,,CONCARINI,85271000000160326,0185695760,,,DB,85271000000092001,DORO,DB,85271000000092001,DB,85271000000092001,"2021-12-21 15:52:42","2022-09-09 15:26:25",,,,,,,,,4,,"MIGLO STORE srls",,,,"DIBAL - BILANCIA CS1200",,,false,,"Moneglia, Via Vittorio Emanuele, 106",false,,,false,false
85271000000154312,BORELLO,SEDE,info@borello.it,,,BORELLO,85271000000144019,0119601040,,,DB,85271000000092001,Pam,DB,85271000000092001,DB,85271000000092001,"2021-12-21 15:53:20","2022-10-06 15:55:47",,,,,,,,,,"423699430 SERVER CENTRALE","BORELLO S.R.L.","Strada Rainero Stratta, 53 Castiglione Torinese",04890700018,,,,,false,,,false,,,false,true
85271000000154356,,"ARIMONDO SEDE",assistenza@arimondo.net,,,ARIMONDO,85271000000154344,0183400903,,,DB,85271000000092001,PAM,DB,85271000000092001,DB,85271000000092001,"2021-12-21 15:53:41","2022-09-15 11:23:06",,,,,,,,,4,,"Arimondo srl","Via S. Nicola, sn Cervo",00397200080,,,,,false,,"SAN BARTOLOMEO",false,,,false,false
85271000000154406,,"LEONI BACONE",info@macellerialeoni.com,,,LEONI,85271000000154394,0229406652,,,DB,85271000000092001,COALVI,DB,85271000000092001,DB,85271000000092001,"2021-12-21 16:01:08","2022-09-09 15:24:51",,,,,,,,,3,"579317220 Master","LEONI MILANO",,06153710154,,"DIBAL - BILANCIA CS1200",,,false,,"Milano, Piazzale Bacone, 6",false,,,false,false
85271000000154440,,"LEONI VIA EUSTACHI",,,,LEONI,85271000000154394,,3806328750,,DB,85271000000092001,COALVI,DB,85271000000092001,DB,85271000000092001,"2021-12-21 16:01:55","2022-09-09 15:25:09",,,,,,,,,4,"611907422 Master","LEONI MILANO",,06153710154,,"DIBAL - BILANCIA CS1200",,,false,,"Milano, Via Bartolomeo Eustachi, 19",false,,,false,false
85271000000154959,,"SAN GIORIO GIRARD",,,,"Fratelli Girard",85271000000154947,0122647323,,,DB,85271000000092001,COALVI,DB,85271000000092001,DB,85271000000092001,"2021-12-21 16:10:34","2022-09-09 15:39:28",,,,,,,,,2,"493338857 Master","Girard Daniele",,,,"DIBAL - BILANCIA CS1200",,,false,,"San Giorio, Piazza G. Velino, 6",false,,,false,false
85271000000155007,,"MICHELINI TORINO TELESIO",fedeandre2008@gmail.com,,,COALVI,85271000000697549,011797061,392.78.59.948,,DB,85271000000092001,COALVI,DB,85271000000092001,DB,85271000000092001,"2021-12-21 16:15:08","2022-10-04 08:15:47",,,,,,,,,1,,"Macelleria Michelini Di Michelini Andrea",,12110760019,,"DIBAL - BILANCIA CS1200",,,false,,"Torino, Corso Bernardino Telesio, 60",false,,"lunedì	08:30–13
martedì	08:30–13, 15:30–19:30
mercoledì	08:30–13, 15:30–19:30
giovedì	08:30–13, 15:30–19:30
venerdì	08:30–13, 15:30–19:30
sabato	08:30–13, 15:30–19:30
domenica	Chiuso",false,false
85271000000155053,,"MACELLERIA VIOLATO",loris.violato@gmail.com,,,VIOLATO,85271000000155041,0114155019,,,DB,85271000000092001,COALVI,DB,85271000000092001,DB,85271000000092001,"2021-12-21 16:19:24","2022-10-03 16:17:48",,,,,,,,,2,"605417875 Master","MACELLERIA F.LLI VIOLATO S.A.S",,11435430019,,"DIBAL - BILANCIA CS1200",,,false,macelleriaflliviolato@pec.it,"Collegno, Via Andrea Provana, 23",false,,"lunedì	Chiuso
martedì	08:30–13, 16–19:30
mercoledì	08:30–13, 16–19:30
giovedì	08:30–13, 16–19:30
venerdì	08:30–13, 16–19:30
sabato	08:30–13, 16–19:30
domenica	Chiuso",false,false
85271000000160208,,"MACELLERIA BARVERO",,,,BARVERO,85271000000160196,01119380327,,,DB,85271000000092001,COALVI,DB,85271000000092001,DB,85271000000092001,"2021-12-22 09:29:02","2022-09-09 15:51:06",,,,,,,,,3,,"CARNI BARVERO SNC",,,,"DIBAL - BILANCIA CS1200",,,false,,"Torino, Via Borgaro 76/C",false,,,false,false
85271000000160258,,"MACELLERIA MAGNETTI",die636@live.it,,,COALVI,85271000000697549,0118980662,389.075.41.09,,DB,85271000000092001,COALVI,DB,85271000000092001,DB,85271000000092001,"2021-12-22 09:31:08","2022-10-04 07:38:07",,,,,,,,,2,,"MAGNETTI DIEGO",,09978110014,,"DIBAL - BILANCIA CS1200",,,false,macelleriamagnetti@pec.it,"CORSO CASALE 388/B, TORINO",false,,"lunedì	Chiuso
martedì	07–13, 16–19:30
mercoledì	07–13, 16–19:30
giovedì	07–13, 16–19:30
venerdì	07–13, 16–19:30
sabato	07–13, 16–19:30
domenica	Chiuso",false,false
85271000000160375,,"SEDE CONCARINI",concarinimercato@hotmail.it,,,CONCARINI,85271000000160326,,,,DB,85271000000092001,"DORO / EKOM",DB,85271000000092001,DB,85271000000092001,"2021-12-22 09:58:48","2022-09-09 15:38:02",,,,,,,,,,,"Donghi Store S.r.l.","Via Donghi, 102 ROSS Genova",,,,,,false,,,false,,,false,false
85271000000160443,SEDE,SAM,sammolinarisrl@legalmail.it,,,SAM,85271000000160415,019565986,3358059594,,DB,85271000000092001,"OK MARKET",DB,85271000000092001,Foscari,85271000000138151,"2021-12-22 10:02:58","2021-12-23 11:06:31",,,,,,,,,,,"SAM SRL","Via Garibaldi 14 Millesimo",01151110093,,,,,false,,,false,,,false,false
85271000000160521,,"SEDE KAPPA2",ric.molinari@alice.it,,,KAPPA2,85271000000149832,,3475031310,,DB,85271000000092001,DORO,DB,85271000000092001,DB,85271000000092001,"2021-12-22 10:10:54","2022-09-09 15:38:49",,,,,,,,,,,"Kappa 2 S.R.L.","Via Gioacchino Rossini, 6/7 Genova",01398850097,,,,,false,,,false,,,false,false
85271000000160799,,"SEDE LIGEA",li_ge_a@libero.it,,,LIGEA,85271000000149583,0119351234,,,Foscari,85271000000138151,CARREFOUR,Foscari,85271000000138151,DB,85271000000092001,"2021-12-22 14:22:39","2022-09-09 15:38:55",,,,,,,,,,,"LI.GE.A S.R.L.","Via Circonvallazione, 134 Almese",07281210018,,,,,false,,,false,,,false,false
85271000000160905,,"BORELLO ANDEZENO 1",andezeno@borellosrl.com,,,BORELLO,85271000000144019,0119431135,,,DB,85271000000092001,PAM,Foscari,85271000000138151,DB,85271000000092001,"2021-12-22 14:53:51","2022-10-06 15:55:47",,,,,,,,,7,172.27.41.X,"BORELLO SRL",041,04890700018,,"DIBAL - BILANCIA CS1200","172.27.41.70 GASTRO MASTER
172.27.41.1 GASTRO SLAVE
172.27.41.75 MACE MASTER
172.27.41.76 MACE SLAVE
172.27.41.80 ORTO MASTER","29071254
29071264
29071311
29071305
29071316",false,,"Andezeno, Corso Vittorio Emanuele 7/3",true,,"lunedì	08:30–13, 15:30–20
martedì	08:30–13, 15:30–20
mercoledì	08:30–13, 15:30–20
giovedì	08:30–13, 15:30–20
venerdì	08:30–13, 15:30–20
sabato	08:30–13, 15:30–20
domenica	09–13",false,true
85271000000160951,,"BORELLO ANDEZENO 2",BORELLOANDEZENO2@LIBERO.IT,,,BORELLO,85271000000144019,0118970464,,,DB,85271000000092001,PAM,Foscari,85271000000138151,DB,85271000000092001,"2021-12-22 14:55:26","2022-10-06 15:55:47",,,,,,,,,2,172.27.204.X,"BORELLO SRL",204,04890700018,,"DIBAL - BILANCIA CS1200","172.27.40.70 GASTRO MASTER
172.27.40.71 GASTRO SLAVE
172.27.40.80 ORTO MASTER","29072189
29071922
29073058",false,,"Andezeno, Via Chieri, 10",true,,"lunedì	08:30–20
martedì	08:30–20
mercoledì	08:30–20
giovedì	08:30–20
venerdì	08:30–20
sabato	08:30–20
domenica	08:30–13",false,true
85271000000160995,,"BORELLO BALANGERO",balangero@borellosrl.com,,,BORELLO,85271000000144019,0123323427,,,DB,85271000000092001,PAM,Foscari,85271000000138151,DB,85271000000092001,"2021-12-22 14:57:34","2022-10-06 15:55:47",,,,,,,,,4,172.27.31.X,"BORELLO SRL",031,04890700018,,"DIBAL - BILANCIA CS1200","172.27.31.70 GASTRO MASTER
172.27.31.71 GASTRO SLAVE 1
172.27.31.72 GASTRO SLAVE 2
172.27.31.75 MACE MASTER
172.27.31.80 ORTO MASTER","29074634
29079681
29075501
29074623
29075636",false,,"Balangero, Viale Copperi 11",true,,"lunedì	08–12:30, 15:30–20
martedì	08–12:30, 15:30–20
mercoledì	08–12:30, 15:30–20
giovedì	08–12:30, 15:30–20
venerdì	08–12:30, 15:30–20
sabato	08–12:30, 15:30–20
domenica	08:30–12:30",false,true
85271000000166047,,"BORELLO CAFASSE",cafasse2@borellosrl.com,,,BORELLO,85271000000144019,0123341871,,,DB,85271000000092001,PAM,Foscari,85271000000138151,DB,85271000000092001,"2021-12-22 15:00:50","2022-10-06 15:55:47",,,,,,,,,6,172.27.40.X,"BORELLO SRL",040,04890700018,,"DIBAL - BILANCIA CS1200","172.27.40.70 GASTRO MASTER
172.27.40.71 GASTRO SLAVE 1
172.27.40.72 GASTRO SLAVE 2
172.27.40.75 MACE MASTER
172.27.40.76 MACE SLAVE
172.27.40.80 ORTO MASTER","29074625
29075502
29075503
29074626
29075505
29075640",false,,"Cafasse, Corso IV Novembre 47",true,,"lunedì	08–20
martedì	08–20
mercoledì	08–20
giovedì	08–20
venerdì	08–20
sabato	08–20
domenica	08:30–13",false,true
